,quality,Type,quality_label
1533,6,white,medium
1534,6,white,medium
1535,6,white,medium
1536,5,white,low
1537,6,white,medium
1538,6,white,medium
1539,6,white,medium
1540,6,white,medium
1541,4,white,low
1542,6,white,medium
1543,6,white,medium
1544,5,white,low
1545,6,white,medium
1546,6,white,medium
1547,6,white,medium
1548,6,white,medium
1549,6,white,medium
1550,6,white,medium
1551,6,white,medium
1552,7,white,medium
1553,7,white,medium
1554,7,white,medium
1555,7,white,medium
1556,6,white,medium
1557,6,white,medium
1558,4,white,low
1559,4,white,low
1560,6,white,medium
1561,5,white,low
1562,7,white,medium
1563,6,white,medium
1564,5,white,low
1565,6,white,medium
1566,5,white,low
1567,5,white,low
1568,6,white,medium
1569,5,white,low
1570,5,white,low
1571,6,white,medium
1572,6,white,medium
1573,5,white,low
1574,4,white,low
1575,6,white,medium
1576,6,white,medium
1577,4,white,low
1578,5,white,low
1579,4,white,low
1580,5,white,low
1581,6,white,medium
1582,7,white,medium
1583,5,white,low
1584,6,white,medium
1585,5,white,low
1586,5,white,low
1587,6,white,medium
1588,5,white,low
1589,6,white,medium
1590,6,white,medium
1591,6,white,medium
1592,6,white,medium
1593,6,white,medium
1594,6,white,medium
1595,6,white,medium
1596,5,white,low
1597,6,white,medium
1598,6,white,medium
1599,6,white,medium
1600,6,white,medium
1601,6,white,medium
1602,5,white,low
1603,7,white,medium
1604,5,white,low
1605,9,white,high
1606,6,white,medium
1607,7,white,medium
1608,5,white,low
1609,7,white,medium
1610,6,white,medium
1611,6,white,medium
1612,7,white,medium
1613,7,white,medium
1614,5,white,low
1615,6,white,medium
1616,6,white,medium
1617,6,white,medium
1618,6,white,medium
1619,8,white,high
1620,7,white,medium
1621,5,white,low
1622,6,white,medium
1623,6,white,medium
1624,7,white,medium
1625,6,white,medium
1626,6,white,medium
1627,5,white,low
1628,6,white,medium
1629,6,white,medium
1630,5,white,low
1631,6,white,medium
1632,8,white,high
1633,7,white,medium
1634,6,white,medium
1635,6,white,medium
1636,5,white,low
1637,6,white,medium
1638,5,white,low
1639,5,white,low
1640,5,white,low
1641,6,white,medium
1642,7,white,medium
1643,7,white,medium
1644,7,white,medium
1645,7,white,medium
1646,6,white,medium
1647,7,white,medium
1648,5,white,low
1649,4,white,low
1650,7,white,medium
1651,6,white,medium
1652,4,white,low
1653,6,white,medium
1654,5,white,low
1655,5,white,low
1656,5,white,low
1657,6,white,medium
1658,5,white,low
1659,5,white,low
1660,6,white,medium
1661,6,white,medium
1662,7,white,medium
1663,6,white,medium
1664,4,white,low
1665,8,white,high
1666,5,white,low
1667,6,white,medium
1668,7,white,medium
1669,6,white,medium
1670,6,white,medium
1671,7,white,medium
1672,5,white,low
1673,5,white,low
1674,6,white,medium
1675,5,white,low
1676,7,white,medium
1677,6,white,medium
1678,6,white,medium
1679,5,white,low
1680,5,white,low
1681,6,white,medium
1682,7,white,medium
1683,7,white,medium
1684,7,white,medium
1685,7,white,medium
1686,5,white,low
1687,7,white,medium
1688,3,white,low
1689,6,white,medium
1690,4,white,low
1691,7,white,medium
1692,6,white,medium
1693,5,white,low
1694,6,white,medium
1695,6,white,medium
1696,6,white,medium
1697,6,white,medium
1698,6,white,medium
1699,6,white,medium
1700,6,white,medium
1701,5,white,low
1702,4,white,low
1703,5,white,low
1704,5,white,low
1705,6,white,medium
1706,6,white,medium
1707,5,white,low
1708,4,white,low
1709,5,white,low
1710,5,white,low
1711,5,white,low
1712,6,white,medium
1713,6,white,medium
1714,5,white,low
1715,8,white,high
1716,6,white,medium
1717,6,white,medium
1718,4,white,low
1719,6,white,medium
1720,7,white,medium
1721,7,white,medium
1722,6,white,medium
1723,8,white,high
1724,6,white,medium
1725,6,white,medium
1726,6,white,medium
1727,6,white,medium
1728,5,white,low
1729,6,white,medium
1730,6,white,medium
1731,6,white,medium
1732,5,white,low
1733,6,white,medium
1734,6,white,medium
1735,6,white,medium
1736,5,white,low
1737,6,white,medium
1738,5,white,low
1739,4,white,low
1740,6,white,medium
1741,6,white,medium
1742,6,white,medium
1743,6,white,medium
1744,5,white,low
1745,5,white,low
1746,5,white,low
1747,6,white,medium
1748,5,white,low
1749,6,white,medium
1750,6,white,medium
1751,7,white,medium
1752,6,white,medium
1753,7,white,medium
1754,6,white,medium
1755,6,white,medium
1756,5,white,low
1757,5,white,low
1758,5,white,low
1759,5,white,low
1760,6,white,medium
1761,6,white,medium
1762,7,white,medium
1763,6,white,medium
1764,5,white,low
1765,5,white,low
1766,5,white,low
1767,5,white,low
1768,5,white,low
1769,7,white,medium
1770,6,white,medium
1771,6,white,medium
1772,6,white,medium
1773,6,white,medium
1774,6,white,medium
1775,6,white,medium
1776,5,white,low
1777,6,white,medium
1778,8,white,high
1779,8,white,high
1780,5,white,low
1781,4,white,low
1782,6,white,medium
1783,6,white,medium
1784,7,white,medium
1785,6,white,medium
1786,7,white,medium
1787,7,white,medium
1788,5,white,low
1789,7,white,medium
1790,5,white,low
1791,5,white,low
1792,6,white,medium
1793,5,white,low
1794,5,white,low
1795,6,white,medium
1796,5,white,low
1797,8,white,high
1798,6,white,medium
1799,6,white,medium
1800,6,white,medium
1801,5,white,low
1802,6,white,medium
1803,6,white,medium
1804,6,white,medium
1805,5,white,low
1806,5,white,low
1807,6,white,medium
1808,5,white,low
1809,6,white,medium
1810,6,white,medium
1811,5,white,low
1812,6,white,medium
1813,6,white,medium
1814,7,white,medium
1815,6,white,medium
1816,7,white,medium
1817,4,white,low
1818,6,white,medium
1819,6,white,medium
1820,6,white,medium
1821,5,white,low
1822,7,white,medium
1823,6,white,medium
1824,5,white,low
1825,5,white,low
1826,5,white,low
1827,6,white,medium
1828,6,white,medium
1829,7,white,medium
1830,7,white,medium
1831,7,white,medium
1832,7,white,medium
1833,7,white,medium
1834,6,white,medium
1835,5,white,low
1836,6,white,medium
1837,7,white,medium
1838,6,white,medium
1839,6,white,medium
1840,5,white,low
1841,7,white,medium
1842,6,white,medium
1843,6,white,medium
1844,6,white,medium
1845,5,white,low
1846,5,white,low
1847,5,white,low
1848,5,white,low
1849,6,white,medium
1850,7,white,medium
1851,6,white,medium
1852,7,white,medium
1853,5,white,low
1854,7,white,medium
1855,6,white,medium
1856,4,white,low
1857,5,white,low
1858,5,white,low
1859,6,white,medium
1860,6,white,medium
1861,6,white,medium
1862,7,white,medium
1863,5,white,low
1864,6,white,medium
1865,6,white,medium
1866,6,white,medium
1867,6,white,medium
1868,7,white,medium
1869,7,white,medium
1870,6,white,medium
1871,6,white,medium
1872,5,white,low
1873,5,white,low
1874,5,white,low
1875,5,white,low
1876,6,white,medium
1877,6,white,medium
1878,6,white,medium
1879,6,white,medium
1880,5,white,low
1881,6,white,medium
1882,5,white,low
1883,5,white,low
1884,5,white,low
1885,6,white,medium
1886,5,white,low
1887,5,white,low
1888,5,white,low
1889,5,white,low
1890,5,white,low
1891,5,white,low
1892,5,white,low
1893,5,white,low
1894,5,white,low
1895,6,white,medium
1896,6,white,medium
1897,6,white,medium
1898,6,white,medium
1899,7,white,medium
1900,6,white,medium
1901,5,white,low
1902,6,white,medium
1903,5,white,low
1904,6,white,medium
1905,6,white,medium
1906,5,white,low
1907,7,white,medium
1908,7,white,medium
1909,5,white,low
1910,5,white,low
1911,6,white,medium
1912,6,white,medium
1913,6,white,medium
1914,6,white,medium
1915,7,white,medium
1916,5,white,low
1917,6,white,medium
1918,6,white,medium
1919,6,white,medium
1920,7,white,medium
1921,5,white,low
1922,5,white,low
1923,5,white,low
1924,4,white,low
1925,6,white,medium
1926,6,white,medium
1927,5,white,low
1928,6,white,medium
1929,5,white,low
1930,6,white,medium
1931,3,white,low
1932,6,white,medium
1933,5,white,low
1934,6,white,medium
1935,5,white,low
1936,6,white,medium
1937,7,white,medium
1938,5,white,low
1939,5,white,low
1940,5,white,low
1941,5,white,low
1942,5,white,low
1943,5,white,low
1944,5,white,low
1945,6,white,medium
1946,6,white,medium
1947,5,white,low
1948,7,white,medium
1949,5,white,low
1950,5,white,low
1951,4,white,low
1952,7,white,medium
1953,6,white,medium
1954,5,white,low
1955,5,white,low
1956,5,white,low
1957,6,white,medium
1958,6,white,medium
1959,5,white,low
1960,5,white,low
1961,5,white,low
1962,5,white,low
1963,6,white,medium
1964,5,white,low
1965,6,white,medium
1966,6,white,medium
1967,7,white,medium
1968,6,white,medium
1969,7,white,medium
1970,6,white,medium
1971,7,white,medium
1972,5,white,low
1973,5,white,low
1974,5,white,low
1975,6,white,medium
1976,5,white,low
1977,6,white,medium
1978,6,white,medium
1979,6,white,medium
1980,8,white,high
1981,8,white,high
1982,8,white,high
1983,8,white,high
1984,8,white,high
1985,6,white,medium
1986,6,white,medium
1987,5,white,low
1988,6,white,medium
1989,7,white,medium
1990,4,white,low
1991,8,white,high
1992,5,white,low
1993,6,white,medium
1994,6,white,medium
1995,6,white,medium
1996,6,white,medium
1997,6,white,medium
1998,6,white,medium
1999,6,white,medium
2000,5,white,low
2001,5,white,low
2002,6,white,medium
2003,6,white,medium
2004,6,white,medium
2005,6,white,medium
2006,6,white,medium
2007,6,white,medium
2008,5,white,low
2009,7,white,medium
2010,6,white,medium
2011,5,white,low
2012,5,white,low
2013,6,white,medium
2014,5,white,low
2015,6,white,medium
2016,7,white,medium
2017,5,white,low
2018,7,white,medium
2019,6,white,medium
2020,6,white,medium
2021,6,white,medium
2022,6,white,medium
2023,6,white,medium
2024,5,white,low
2025,5,white,low
2026,5,white,low
2027,5,white,low
2028,6,white,medium
2029,6,white,medium
2030,6,white,medium
2031,5,white,low
2032,6,white,medium
2033,5,white,low
2034,5,white,low
2035,5,white,low
2036,6,white,medium
2037,5,white,low
2038,5,white,low
2039,5,white,low
2040,6,white,medium
2041,5,white,low
2042,6,white,medium
2043,6,white,medium
2044,6,white,medium
2045,5,white,low
2046,5,white,low
2047,5,white,low
2048,5,white,low
2049,7,white,medium
2050,3,white,low
2051,5,white,low
2052,5,white,low
2053,5,white,low
2054,5,white,low
2055,6,white,medium
2056,5,white,low
2057,7,white,medium
2058,5,white,low
2059,5,white,low
2060,5,white,low
2061,6,white,medium
2062,5,white,low
2063,5,white,low
2064,6,white,medium
2065,5,white,low
2066,5,white,low
2067,5,white,low
2068,6,white,medium
2069,7,white,medium
2070,6,white,medium
2071,6,white,medium
2072,5,white,low
2073,5,white,low
2074,6,white,medium
2075,5,white,low
2076,5,white,low
2077,6,white,medium
2078,6,white,medium
2079,4,white,low
2080,5,white,low
2081,5,white,low
2082,6,white,medium
2083,5,white,low
2084,6,white,medium
2085,6,white,medium
2086,5,white,low
2087,6,white,medium
2088,6,white,medium
2089,6,white,medium
2090,5,white,low
2091,5,white,low
2092,5,white,low
2093,5,white,low
2094,5,white,low
2095,5,white,low
2096,5,white,low
2097,5,white,low
2098,6,white,medium
2099,5,white,low
2100,5,white,low
2101,6,white,medium
2102,5,white,low
2103,5,white,low
2104,5,white,low
2105,5,white,low
2106,5,white,low
2107,6,white,medium
2108,6,white,medium
2109,6,white,medium
2110,5,white,low
2111,5,white,low
2112,5,white,low
2113,5,white,low
2114,6,white,medium
2115,5,white,low
2116,4,white,low
2117,5,white,low
2118,6,white,medium
2119,4,white,low
2120,5,white,low
2121,7,white,medium
2122,5,white,low
2123,5,white,low
2124,7,white,medium
2125,5,white,low
2126,5,white,low
2127,5,white,low
2128,6,white,medium
2129,5,white,low
2130,5,white,low
2131,6,white,medium
2132,6,white,medium
2133,6,white,medium
2134,6,white,medium
2135,5,white,low
2136,6,white,medium
2137,5,white,low
2138,5,white,low
2139,5,white,low
2140,5,white,low
2141,5,white,low
2142,5,white,low
2143,7,white,medium
2144,6,white,medium
2145,6,white,medium
2146,6,white,medium
2147,5,white,low
2148,5,white,low
2149,6,white,medium
2150,6,white,medium
2151,5,white,low
2152,6,white,medium
2153,6,white,medium
2154,4,white,low
2155,5,white,low
2156,4,white,low
2157,6,white,medium
2158,6,white,medium
2159,4,white,low
2160,6,white,medium
2161,7,white,medium
2162,6,white,medium
2163,6,white,medium
2164,5,white,low
2165,5,white,low
2166,5,white,low
2167,7,white,medium
2168,7,white,medium
2169,7,white,medium
2170,7,white,medium
2171,7,white,medium
2172,5,white,low
2173,5,white,low
2174,7,white,medium
2175,7,white,medium
2176,5,white,low
2177,7,white,medium
2178,5,white,low
2179,6,white,medium
2180,6,white,medium
2181,6,white,medium
2182,5,white,low
2183,5,white,low
2184,6,white,medium
2185,7,white,medium
2186,5,white,low
2187,5,white,low
2188,6,white,medium
2189,6,white,medium
2190,6,white,medium
2191,5,white,low
2192,6,white,medium
2193,6,white,medium
2194,6,white,medium
2195,5,white,low
2196,6,white,medium
2197,6,white,medium
2198,5,white,low
2199,6,white,medium
2200,5,white,low
2201,6,white,medium
2202,5,white,low
2203,5,white,low
2204,5,white,low
2205,5,white,low
2206,6,white,medium
2207,7,white,medium
2208,5,white,low
2209,6,white,medium
2210,7,white,medium
2211,6,white,medium
2212,6,white,medium
2213,6,white,medium
2214,5,white,low
2215,6,white,medium
2216,5,white,low
2217,6,white,medium
2218,6,white,medium
2219,7,white,medium
2220,6,white,medium
2221,6,white,medium
2222,7,white,medium
2223,6,white,medium
2224,7,white,medium
2225,4,white,low
2226,5,white,low
2227,5,white,low
2228,7,white,medium
2229,6,white,medium
2230,7,white,medium
2231,6,white,medium
2232,6,white,medium
2233,5,white,low
2234,5,white,low
2235,6,white,medium
2236,5,white,low
2237,4,white,low
2238,6,white,medium
2239,6,white,medium
2240,5,white,low
2241,5,white,low
2242,5,white,low
2243,5,white,low
2244,5,white,low
2245,7,white,medium
2246,4,white,low
2247,6,white,medium
2248,6,white,medium
2249,5,white,low
2250,6,white,medium
2251,7,white,medium
2252,5,white,low
2253,5,white,low
2254,6,white,medium
2255,6,white,medium
2256,5,white,low
2257,6,white,medium
2258,5,white,low
2259,6,white,medium
2260,5,white,low
2261,6,white,medium
2262,6,white,medium
2263,5,white,low
2264,6,white,medium
2265,5,white,low
2266,5,white,low
2267,6,white,medium
2268,6,white,medium
2269,6,white,medium
2270,7,white,medium
2271,6,white,medium
2272,6,white,medium
2273,5,white,low
2274,7,white,medium
2275,4,white,low
2276,6,white,medium
2277,6,white,medium
2278,6,white,medium
2279,5,white,low
2280,6,white,medium
2281,6,white,medium
2282,5,white,low
2283,5,white,low
2284,5,white,low
2285,5,white,low
2286,5,white,low
2287,5,white,low
2288,5,white,low
2289,7,white,medium
2290,7,white,medium
2291,6,white,medium
2292,6,white,medium
2293,7,white,medium
2294,7,white,medium
2295,6,white,medium
2296,7,white,medium
2297,6,white,medium
2298,8,white,high
2299,7,white,medium
2300,7,white,medium
2301,5,white,low
2302,5,white,low
2303,5,white,low
2304,6,white,medium
2305,7,white,medium
2306,5,white,low
2307,5,white,low
2308,5,white,low
2309,6,white,medium
2310,5,white,low
2311,7,white,medium
2312,5,white,low
2313,7,white,medium
2314,6,white,medium
2315,6,white,medium
2316,7,white,medium
2317,5,white,low
2318,4,white,low
2319,7,white,medium
2320,6,white,medium
2321,5,white,low
2322,6,white,medium
2323,6,white,medium
2324,5,white,low
2325,6,white,medium
2326,5,white,low
2327,6,white,medium
2328,5,white,low
2329,5,white,low
2330,6,white,medium
2331,5,white,low
2332,6,white,medium
2333,8,white,high
2334,5,white,low
2335,5,white,low
2336,5,white,low
2337,4,white,low
2338,5,white,low
2339,6,white,medium
2340,6,white,medium
2341,5,white,low
2342,8,white,high
2343,5,white,low
2344,6,white,medium
2345,6,white,medium
2346,4,white,low
2347,6,white,medium
2348,6,white,medium
2349,5,white,low
2350,5,white,low
2351,6,white,medium
2352,6,white,medium
2353,7,white,medium
2354,6,white,medium
2355,7,white,medium
2356,6,white,medium
2357,5,white,low
2358,5,white,low
2359,5,white,low
2360,6,white,medium
2361,5,white,low
2362,6,white,medium
2363,5,white,low
2364,5,white,low
2365,5,white,low
2366,5,white,low
2367,6,white,medium
2368,6,white,medium
2369,6,white,medium
2370,7,white,medium
2371,5,white,low
2372,4,white,low
2373,3,white,low
2374,6,white,medium
2375,6,white,medium
2376,6,white,medium
2377,6,white,medium
2378,5,white,low
2379,4,white,low
2380,4,white,low
2381,6,white,medium
2382,8,white,high
2383,6,white,medium
2384,8,white,high
2385,5,white,low
2386,4,white,low
2387,4,white,low
2388,4,white,low
2389,8,white,high
2390,8,white,high
2391,6,white,medium
2392,7,white,medium
2393,6,white,medium
2394,5,white,low
2395,5,white,low
2396,5,white,low
2397,6,white,medium
2398,6,white,medium
2399,6,white,medium
2400,4,white,low
2401,4,white,low
2402,6,white,medium
2403,6,white,medium
2404,5,white,low
2405,5,white,low
2406,6,white,medium
2407,6,white,medium
2408,5,white,low
2409,4,white,low
2410,6,white,medium
2411,6,white,medium
2412,4,white,low
2413,4,white,low
2414,4,white,low
2415,5,white,low
2416,6,white,medium
2417,5,white,low
2418,5,white,low
2419,5,white,low
2420,7,white,medium
2421,5,white,low
2422,5,white,low
2423,6,white,medium
2424,5,white,low
2425,6,white,medium
2426,6,white,medium
2427,6,white,medium
2428,6,white,medium
2429,6,white,medium
2430,5,white,low
2431,5,white,low
2432,5,white,low
2433,6,white,medium
2434,6,white,medium
2435,4,white,low
2436,5,white,low
2437,6,white,medium
2438,5,white,low
2439,6,white,medium
2440,5,white,low
2441,6,white,medium
2442,5,white,low
2443,5,white,low
2444,5,white,low
2445,5,white,low
2446,5,white,low
2447,6,white,medium
2448,6,white,medium
2449,6,white,medium
2450,5,white,low
2451,5,white,low
2452,7,white,medium
2453,6,white,medium
2454,5,white,low
2455,6,white,medium
2456,6,white,medium
2457,6,white,medium
2458,6,white,medium
2459,5,white,low
2460,5,white,low
2461,5,white,low
2462,5,white,low
2463,7,white,medium
2464,5,white,low
2465,5,white,low
2466,5,white,low
2467,6,white,medium
2468,6,white,medium
2469,5,white,low
2470,5,white,low
2471,7,white,medium
2472,6,white,medium
2473,6,white,medium
2474,7,white,medium
2475,5,white,low
2476,6,white,medium
2477,7,white,medium
2478,6,white,medium
2479,6,white,medium
2480,5,white,low
2481,6,white,medium
2482,6,white,medium
2483,6,white,medium
2484,5,white,low
2485,6,white,medium
2486,5,white,low
2487,6,white,medium
2488,6,white,medium
2489,6,white,medium
2490,6,white,medium
2491,5,white,low
2492,6,white,medium
2493,4,white,low
2494,4,white,low
2495,5,white,low
2496,5,white,low
2497,5,white,low
2498,5,white,low
2499,6,white,medium
2500,5,white,low
2501,5,white,low
2502,4,white,low
2503,4,white,low
2504,6,white,medium
2505,6,white,medium
2506,6,white,medium
2507,7,white,medium
2508,6,white,medium
2509,5,white,low
2510,6,white,medium
2511,6,white,medium
2512,6,white,medium
2513,5,white,low
2514,7,white,medium
2515,7,white,medium
2516,6,white,medium
2517,6,white,medium
2518,7,white,medium
2519,5,white,low
2520,5,white,low
2521,7,white,medium
2522,8,white,high
2523,5,white,low
2524,5,white,low
2525,8,white,high
2526,7,white,medium
2527,6,white,medium
2528,6,white,medium
2529,5,white,low
2530,6,white,medium
2531,4,white,low
2532,4,white,low
2533,5,white,low
2534,7,white,medium
2535,6,white,medium
2536,6,white,medium
2537,6,white,medium
2538,6,white,medium
2539,5,white,low
2540,5,white,low
2541,6,white,medium
2542,5,white,low
2543,6,white,medium
2544,6,white,medium
2545,6,white,medium
2546,5,white,low
2547,5,white,low
2548,6,white,medium
2549,5,white,low
2550,5,white,low
2551,6,white,medium
2552,5,white,low
2553,7,white,medium
2554,7,white,medium
2555,7,white,medium
2556,5,white,low
2557,7,white,medium
2558,7,white,medium
2559,5,white,low
2560,6,white,medium
2561,5,white,low
2562,6,white,medium
2563,5,white,low
2564,6,white,medium
2565,5,white,low
2566,7,white,medium
2567,5,white,low
2568,6,white,medium
2569,6,white,medium
2570,5,white,low
2571,6,white,medium
2572,5,white,low
2573,5,white,low
2574,5,white,low
2575,6,white,medium
2576,5,white,low
2577,5,white,low
2578,7,white,medium
2579,6,white,medium
2580,5,white,low
2581,7,white,medium
2582,7,white,medium
2583,7,white,medium
2584,7,white,medium
2585,7,white,medium
2586,7,white,medium
2587,6,white,medium
2588,7,white,medium
2589,4,white,low
2590,6,white,medium
2591,7,white,medium
2592,5,white,low
2593,5,white,low
2594,7,white,medium
2595,5,white,low
2596,5,white,low
2597,6,white,medium
2598,5,white,low
2599,6,white,medium
2600,7,white,medium
2601,5,white,low
2602,6,white,medium
2603,7,white,medium
2604,7,white,medium
2605,6,white,medium
2606,6,white,medium
2607,6,white,medium
2608,6,white,medium
2609,6,white,medium
2610,5,white,low
2611,5,white,low
2612,7,white,medium
2613,5,white,low
2614,5,white,low
2615,7,white,medium
2616,7,white,medium
2617,7,white,medium
2618,7,white,medium
2619,6,white,medium
2620,5,white,low
2621,5,white,low
2622,7,white,medium
2623,7,white,medium
2624,5,white,low
2625,5,white,low
2626,7,white,medium
2627,7,white,medium
2628,6,white,medium
2629,5,white,low
2630,6,white,medium
2631,7,white,medium
2632,5,white,low
2633,5,white,low
2634,5,white,low
2635,6,white,medium
2636,5,white,low
2637,5,white,low
2638,6,white,medium
2639,6,white,medium
2640,6,white,medium
2641,5,white,low
2642,5,white,low
2643,5,white,low
2644,6,white,medium
2645,7,white,medium
2646,7,white,medium
2647,5,white,low
2648,6,white,medium
2649,6,white,medium
2650,5,white,low
2651,5,white,low
2652,7,white,medium
2653,5,white,low
2654,5,white,low
2655,5,white,low
2656,4,white,low
2657,7,white,medium
2658,7,white,medium
2659,6,white,medium
2660,6,white,medium
2661,6,white,medium
2662,6,white,medium
2663,8,white,high
2664,7,white,medium
2665,5,white,low
2666,7,white,medium
2667,7,white,medium
2668,6,white,medium
2669,5,white,low
2670,7,white,medium
2671,7,white,medium
2672,7,white,medium
2673,6,white,medium
2674,7,white,medium
2675,7,white,medium
2676,6,white,medium
2677,6,white,medium
2678,5,white,low
2679,6,white,medium
2680,6,white,medium
2681,6,white,medium
2682,6,white,medium
2683,5,white,low
2684,6,white,medium
2685,7,white,medium
2686,6,white,medium
2687,5,white,low
2688,6,white,medium
2689,6,white,medium
2690,6,white,medium
2691,6,white,medium
2692,6,white,medium
2693,6,white,medium
2694,6,white,medium
2695,6,white,medium
2696,6,white,medium
2697,5,white,low
2698,6,white,medium
2699,6,white,medium
2700,7,white,medium
2701,5,white,low
2702,5,white,low
2703,5,white,low
2704,6,white,medium
2705,6,white,medium
2706,6,white,medium
2707,5,white,low
2708,6,white,medium
2709,5,white,low
2710,5,white,low
2711,5,white,low
2712,5,white,low
2713,6,white,medium
2714,6,white,medium
2715,6,white,medium
2716,5,white,low
2717,6,white,medium
2718,6,white,medium
2719,6,white,medium
2720,7,white,medium
2721,5,white,low
2722,7,white,medium
2723,6,white,medium
2724,6,white,medium
2725,5,white,low
2726,6,white,medium
2727,6,white,medium
2728,6,white,medium
2729,7,white,medium
2730,5,white,low
2731,5,white,low
2732,5,white,low
2733,7,white,medium
2734,6,white,medium
2735,6,white,medium
2736,6,white,medium
2737,7,white,medium
2738,5,white,low
2739,7,white,medium
2740,6,white,medium
2741,5,white,low
2742,6,white,medium
2743,6,white,medium
2744,6,white,medium
2745,7,white,medium
2746,6,white,medium
2747,6,white,medium
2748,8,white,high
2749,6,white,medium
2750,8,white,high
2751,6,white,medium
2752,6,white,medium
2753,8,white,high
2754,5,white,low
2755,5,white,low
2756,6,white,medium
2757,5,white,low
2758,6,white,medium
2759,6,white,medium
2760,6,white,medium
2761,5,white,low
2762,5,white,low
2763,6,white,medium
2764,6,white,medium
2765,6,white,medium
2766,6,white,medium
2767,6,white,medium
2768,6,white,medium
2769,5,white,low
2770,7,white,medium
2771,6,white,medium
2772,7,white,medium
2773,7,white,medium
2774,8,white,high
2775,8,white,high
2776,8,white,high
2777,6,white,medium
2778,7,white,medium
2779,5,white,low
2780,5,white,low
2781,6,white,medium
2782,6,white,medium
2783,6,white,medium
2784,6,white,medium
2785,5,white,low
2786,6,white,medium
2787,5,white,low
2788,5,white,low
2789,5,white,low
2790,6,white,medium
2791,5,white,low
2792,5,white,low
2793,7,white,medium
2794,5,white,low
2795,8,white,high
2796,7,white,medium
2797,5,white,low
2798,7,white,medium
2799,7,white,medium
2800,5,white,low
2801,5,white,low
2802,6,white,medium
2803,8,white,high
2804,8,white,high
2805,6,white,medium
2806,5,white,low
2807,5,white,low
2808,6,white,medium
2809,7,white,medium
2810,7,white,medium
2811,5,white,low
2812,6,white,medium
2813,7,white,medium
2814,7,white,medium
2815,5,white,low
2816,5,white,low
2817,7,white,medium
2818,4,white,low
2819,6,white,medium
2820,5,white,low
2821,5,white,low
2822,5,white,low
2823,6,white,medium
2824,6,white,medium
2825,6,white,medium
2826,6,white,medium
2827,7,white,medium
2828,7,white,medium
2829,5,white,low
2830,5,white,low
2831,5,white,low
2832,6,white,medium
2833,7,white,medium
2834,6,white,medium
2835,6,white,medium
2836,6,white,medium
2837,6,white,medium
2838,7,white,medium
2839,7,white,medium
2840,6,white,medium
2841,6,white,medium
2842,6,white,medium
2843,6,white,medium
2844,5,white,low
2845,7,white,medium
2846,7,white,medium
2847,5,white,low
2848,5,white,low
2849,5,white,low
2850,5,white,low
2851,5,white,low
2852,5,white,low
2853,6,white,medium
2854,6,white,medium
2855,7,white,medium
2856,7,white,medium
2857,8,white,high
2858,7,white,medium
2859,6,white,medium
2860,6,white,medium
2861,6,white,medium
2862,6,white,medium
2863,6,white,medium
2864,6,white,medium
2865,6,white,medium
2866,7,white,medium
2867,7,white,medium
2868,5,white,low
2869,6,white,medium
2870,7,white,medium
2871,6,white,medium
2872,7,white,medium
2873,8,white,high
2874,7,white,medium
2875,6,white,medium
2876,5,white,low
2877,5,white,low
2878,6,white,medium
2879,6,white,medium
2880,5,white,low
2881,7,white,medium
2882,5,white,low
2883,7,white,medium
2884,7,white,medium
2885,6,white,medium
2886,5,white,low
2887,5,white,low
2888,4,white,low
2889,6,white,medium
2890,8,white,high
2891,6,white,medium
2892,5,white,low
2893,7,white,medium
2894,7,white,medium
2895,5,white,low
2896,5,white,low
2897,5,white,low
2898,5,white,low
2899,5,white,low
2900,6,white,medium
2901,7,white,medium
2902,5,white,low
2903,6,white,medium
2904,7,white,medium
2905,5,white,low
2906,5,white,low
2907,6,white,medium
2908,6,white,medium
2909,6,white,medium
2910,5,white,low
2911,5,white,low
2912,7,white,medium
2913,5,white,low
2914,6,white,medium
2915,6,white,medium
2916,6,white,medium
2917,7,white,medium
2918,6,white,medium
2919,5,white,low
2920,4,white,low
2921,6,white,medium
2922,8,white,high
2923,6,white,medium
2924,6,white,medium
2925,5,white,low
2926,8,white,high
2927,7,white,medium
2928,7,white,medium
2929,6,white,medium
2930,8,white,high
2931,8,white,high
2932,6,white,medium
2933,6,white,medium
2934,5,white,low
2935,4,white,low
2936,5,white,low
2937,5,white,low
2938,8,white,high
2939,8,white,high
2940,6,white,medium
2941,5,white,low
2942,5,white,low
2943,8,white,high
2944,6,white,medium
2945,8,white,high
2946,6,white,medium
2947,6,white,medium
2948,6,white,medium
2949,6,white,medium
2950,5,white,low
2951,5,white,low
2952,5,white,low
2953,5,white,low
2954,7,white,medium
2955,5,white,low
2956,6,white,medium
2957,6,white,medium
2958,5,white,low
2959,7,white,medium
2960,7,white,medium
2961,6,white,medium
2962,5,white,low
2963,7,white,medium
2964,5,white,low
2965,8,white,high
2966,6,white,medium
2967,6,white,medium
2968,5,white,low
2969,6,white,medium
2970,5,white,low
2971,5,white,low
2972,6,white,medium
2973,6,white,medium
2974,6,white,medium
2975,6,white,medium
2976,6,white,medium
2977,6,white,medium
2978,6,white,medium
2979,7,white,medium
2980,7,white,medium
2981,7,white,medium
2982,6,white,medium
2983,6,white,medium
2984,6,white,medium
2985,7,white,medium
2986,7,white,medium
2987,7,white,medium
2988,7,white,medium
2989,6,white,medium
2990,7,white,medium
2991,7,white,medium
2992,7,white,medium
2993,7,white,medium
